customer_id,customer_name,industry,account_manager,subscription_start_date,subscription_end_date,subscription_status,plan_type,monthly_fee,user_count,last_login_date,monthly_active_users,feature_usage_score,retention_rate_6m,retention_rate_12m,churn_risk_score,last_success_touch_date,notes
ALPHA-ENT_154,Alpha Network,Automotive,n.riley,2020-01-27,,active,Enterprise,4100,1848,2026-03-12,1536,38.6,96.4,88.6,0.38,2026-03-03,Auto-generated note.
QUANTUM-BSC_155,Quantum Labs,Agriculture,k.jones,2023-06-24,2026-01-18,expired,Basic,29.99,4,2024-07-28,0,58.5,82.5,93.8,0.92,2026-01-28,Auto-generated note.
NEXUS-BSC_156,Nexus Group,Government,k.jones,2025-12-05,,active,Basic,29.99,1,2026-03-12,1,42.1,,,0.16,2026-03-14,Auto-generated note.
BETA-BSC_157,Beta Network,Advertising,j.smith,2021-07-30,2024-11-24,expired,Basic,29.99,8,2023-06-06,5,11.1,96.4,73.9,0.91,2026-02-24,Auto-generated note.
HORIZON-PRO_158,Horizon Systems,Veterinary,t.harris,2025-07-06,,active,Pro,418.99,38,2026-03-21,22,27.3,95.1,,0.3,2026-01-06,Auto-generated note.
VERTEX-BSC_159,Vertex Technologies,Automotive,t.harris,2024-04-29,,active,Basic,29.99,6,2026-01-23,5,57.3,95.9,78.6,0.77,2025-12-28,Auto-generated note.
ZENITH-PRO_160,Zenith Corp,Aerospace,t.harris,2026-03-09,,trial,Pro,0,53,2026-02-18,51,33.8,,,0.54,2026-03-03,Auto-generated note.
BETA-PRO_161,Beta Labs,Wholesale,n.riley,2025-04-30,,active,Pro,418.99,84,2026-03-03,17,35.2,85.2,,0.64,2026-03-06,Auto-generated note.
NOVA-PRO_162,Nova Corp,Human Resources,k.jones,2020-11-20,,active,Pro,418.99,61,2026-02-19,28,41.4,85.0,76.3,0.34,2026-03-09,Auto-generated note.
QUANTUM-BSC_163,Quantum Technologies,Agriculture,n.riley,2022-06-16,,paused,Basic,29.99,12,2026-02-18,9,71.3,87.6,62.8,0.48,2026-01-25,Auto-generated note.
DELTA-ENT_164,Delta Services,Food & Beverage,m.davis,2026-03-19,,trial,Enterprise,0,472,2026-03-02,81,52.7,,,0.54,2026-03-11,Auto-generated note.
ALPHA-BSC_165,Alpha Network,Media,j.smith,2021-07-23,,active,Basic,29.99,2,2026-01-27,0,90.4,80.7,96.8,0.45,2026-02-03,Auto-generated note.
NOVA-ENT_166,Nova Group,Healthcare,,2020-12-07,,active,Enterprise,4100,665,2026-03-01,569,31.4,91.9,75.0,0.23,2026-02-03,Auto-generated note.
QUANTUM-PRO_167,Quantum Corp,Energy,n.riley,2025-01-20,,active,Pro,418.99,94,2026-03-12,51,67.2,97.0,65.8,0.67,2026-02-04,Auto-generated note.
APEX-PRO_168,Apex Partners,Research,k.jones,2020-08-01,,active,Pro,418.99,73,2026-01-25,50,17.7,85.1,67.6,0.52,2026-01-04,Auto-generated note.
QUANTUM-PRO_169,Quantum Network,Marketing,k.jones,2025-06-10,,active,Pro,418.99,24,2026-03-14,14,73.5,80.8,,0.19,2025-12-27,Auto-generated note.
VERTEX-PRO_170,Vertex Solutions,Research,m.davis,2021-03-19,,active,Pro,418.99,81,2026-01-29,75,58.3,76.1,90.2,0.04,2026-03-18,Auto-generated note.
NEXUS-ENT_171,Nexus Group,Finance,t.harris,2021-02-06,,active,Enterprise,4100,1892,2026-02-13,319,17.6,83.1,90.8,0.19,2026-01-13,Auto-generated note.
NEXUS-ENT_172,Nexus Partners,Finance,k.jones,2023-06-04,,active,Enterprise,4100,1874,2026-02-24,1131,86.0,94.9,71.8,0.14,2026-02-16,Auto-generated note.
VERTEX-ENT_173,Vertex Labs,Pharmaceutical,,2026-03-13,,trial,Enterprise,0,971,2026-03-16,943,61.1,,,0.27,2026-01-02,Auto-generated note.
NEXUS-PRO_174,Nexus Group,Marketing,t.harris,2020-01-07,2025-08-20,expired,Pro,418.99,50,2022-01-04,10,55.0,72.4,61.5,0.94,2026-02-21,Auto-generated note.
BETA-BSC_175,Beta Labs,Advertising,j.smith,2026-02-23,,trial,Basic,0,6,2026-02-08,0,25.4,,,0.59,2026-02-21,Auto-generated note.
DELTA-BSC_176,Delta Network,Retail,t.harris,2020-02-18,,active,Basic,29.99,8,2026-03-13,5,20.5,77.5,62.5,0.76,2026-02-07,Auto-generated note.
QUANTUM-PRO_177,Quantum Group,Automotive,,2020-11-25,,active,Pro,418.99,50,2026-02-20,27,36.5,89.4,81.3,0.61,2026-03-07,Auto-generated note.
ALPHA-BSC_178,Alpha Corp,Marketing,k.jones,2021-10-24,,active,Basic,29.99,13,2026-02-02,4,74.2,82.5,82.2,0.19,2026-01-24,Auto-generated note.
BETA-BSC_179,Beta Network,Agriculture,j.smith,2020-03-12,,active,Basic,29.99,6,2026-01-22,4,97.6,85.4,86.0,0.36,2025-12-30,Auto-generated note.
BETA-BSC_180,Beta Systems,Professional Services,k.jones,2020-01-09,,active,Basic,29.99,14,2026-03-13,11,71.5,83.9,91.8,0.04,2026-02-04,Auto-generated note.
ZENITH-PRO_181,Zenith Network,Technology,n.riley,2023-03-30,,active,Pro,418.99,34,2026-03-20,12,10.4,82.4,86.7,0.08,2026-01-31,Auto-generated note.
BETA-PRO_182,Beta Systems,Agriculture,j.smith,2026-02-26,,trial,Pro,0,59,2026-02-13,12,51.2,,,0.14,2026-01-28,Auto-generated note.
BETA-PRO_183,Beta Network,Veterinary,t.harris,2024-07-11,,active,Pro,418.99,18,2026-02-03,16,18.8,97.8,76.0,0.07,2026-02-11,Auto-generated note.
QUANTUM-BSC_184,Quantum Group,Media,t.harris,2026-03-13,,trial,Basic,0,9,2026-02-11,2,75.3,,,0.01,2026-03-19,Auto-generated note.
NEXUS-PRO_185,Nexus Corp,Healthcare,m.davis,2026-03-10,,trial,Pro,0,80,2026-01-29,64,61.8,,,0.7,2026-01-03,Auto-generated note.
DELTA-BSC_186,Delta Technologies,Pharmaceutical,j.smith,2021-07-12,,active,Basic,29.99,1,2026-02-02,0,25.0,98.4,64.7,0.37,2025-12-31,Auto-generated note.
GAMMA-BSC_187,Gamma Labs,Professional Services,,2023-04-26,2024-10-31,cancelled,Basic,29.99,7,2024-01-02,1,34.2,83.0,86.4,0.87,2026-03-12,Auto-generated note.
VERTEX-PRO_188,Vertex Group,Technology,t.harris,2026-02-24,,trial,Pro,0,40,2026-03-01,22,61.7,,,0.25,2026-01-10,Auto-generated note.
DELTA-BSC_189,Delta Corp,Testing,j.smith,2021-05-10,,active,Basic,29.99,9,2026-03-17,5,69.6,97.8,88.5,0.18,2026-03-16,Auto-generated note.
NEXUS-ENT_190,Nexus Network,Retail,k.jones,2026-02-14,,active,Enterprise,4100,1448,2026-03-15,1445,63.2,,,0.66,2026-01-09,Auto-generated note.
NOVA-ENT_191,Nova Systems,Veterinary,j.smith,2025-10-16,,active,Enterprise,4100,1931,2026-03-19,1203,65.3,,,0.62,2025-12-26,Auto-generated note.
HORIZON-ENT_192,Horizon Solutions,Consulting,k.jones,2020-04-17,,paused,Enterprise,4100,114,2026-02-11,49,36.7,75.4,81.1,0.04,2026-01-23,Auto-generated note.
ZENITH-ENT_193,Zenith Labs,Human Resources,m.davis,2023-05-19,2025-04-05,expired,Enterprise,4100,731,2024-01-12,25,45.1,87.4,68.0,0.8,2026-03-12,Auto-generated note.
NEXUS-ENT_194,Nexus Group,Professional Services,t.harris,2022-09-22,,active,Enterprise,4100,123,2026-02-21,11,87.0,87.7,76.9,0.17,2026-03-13,Auto-generated note.
BETA-ENT_195,Beta Network,Testing,k.jones,2023-04-26,,active,Enterprise,4100,1677,2026-01-29,1439,66.4,94.8,88.9,0.37,2026-01-20,Auto-generated note.
NEXUS-BSC_196,Nexus Solutions,Retail,m.davis,2023-02-28,,active,Basic,29.99,13,2026-02-03,11,41.9,78.7,94.3,0.38,2025-12-26,Auto-generated note.
GAMMA-ENT_197,Gamma Corp,Marketing,t.harris,2020-08-19,,active,Enterprise,4100,670,2026-03-08,449,80.6,83.9,66.4,0.76,2026-01-01,Auto-generated note.
HORIZON-BSC_198,Horizon Network,Aerospace,m.davis,2021-03-26,,active,Basic,29.99,3,2026-02-26,2,82.9,94.3,72.2,0.11,2026-02-16,Auto-generated note.
APEX-ENT_199,Apex Corp,Healthcare,n.riley,2020-10-10,,active,Enterprise,4100,416,2026-01-31,111,38.0,92.9,78.0,0.77,2026-01-18,Auto-generated note.
VERTEX-ENT_200,Vertex Network,Marketing,m.davis,2020-08-06,,active,Enterprise,4100,1605,2026-03-18,343,72.1,91.6,76.0,0.54,2026-02-08,Auto-generated note.
